# A7 · baseline de hits de los patrones B7 sobre v0 (tag v0), generada 2026-08-16.
# Uso: regenerar sobre la versión candidata con la misma lógica (cuerpo sin frontmatter; regex de biblia/b7-patrones-A.txt y biblia/b7-patrones-B.txt, una expresión -E por línea, case-insensitive) y listar a A7 solo las filas NUEVAS o MODIFICADAS.
# Un hit no es una falta (B7 §3). Nivel A = lectura obligatoria de A7 si es nuevo; nivel B = lectura si el capítulo es disparador o la línea menciona a Jean/Koppangen/26-nov.
# Falso positivo conocido de nivel B: «Cuchillo» como nombre de continuidad (caps. 13, 15, 17, 30, 36, 38); filtrar \bCuchillo\b con distinción de mayúsculas antes de listar.
nivel	fichero	linea	patron	texto
B	cap-26.md	155	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja eligió dos descensos separados por tres semanas. Coincidían con una bajamar viva y la misma masa de agua. La temperatura seguía el calor, no el volumen de la instalación.
B	cap-26.md	165	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Necesito comprobarlo varias veces desde el agua —dijo Maja—, cruzando el sonido y el perfil de corriente del ADCP con la serie.
B	cap-26.md	169	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Nora apareció en la puerta del cobertizo. Traía el cuaderno abierto por una página limpia y, sin pedir explicaciones, dibujó dos rayas verticales sobre el pentagrama. Debajo escribió AK-7 y barca.
B	cap-26.md	177	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Dormís aquí —dijo Aslak—. Mañana sacamos la barca si el hielo deja libre el amarre.
B	cap-26.md	185	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora volvió a la casa con Aslak. Maja se quedó en el cobertizo para vaciar la cubeta que recogía el agua de la red. La llevó hasta el desagüe, volcó el agua salobre y aclaró el fondo con un cazo. Al agacharse para devolverla bajo los pliegues húmedos, dejó la tarea a medias y se sentó en el banco. Tenía sal seca en las muñecas y la espalda ya no encontraba una postura que no doliese. La cubeta siguió a sus pies hasta que el frío del banco atravesó el pantalón.
B	cap-27.md	73	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La resolución conservaba su condición de accionista y le asignaba un despacho de transición. Le prohibía acceder a producción y decidir sobre SPEIL. Alana descargó el acta. Cada página llevaba la marca de agua CONFLICTO EMOCIONAL.
B	cap-27.md	127	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Los protocolos de SPEIL ocupaban dos baldas y once años de revisiones. Alana buscó el expediente del Sujeto Cero. Antes de grabar su declaración, quería contrastar qué consentimiento había aceptado en UNN. Encontró una carpeta gris con el nombre completo de Jean en el lomo y la fecha de la compilación escrita a lápiz.
B	cap-27.md	129	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Dentro había una copia de gobernanza del consentimiento inicial, las extensiones de uso y la cláusula de revocación. Al final, separada por una pestaña amarilla, aparecía una hoja que Alana no conocía.
A	cap-27.md	139	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	La resolución, fechada el doce de diciembre, invocaba la interrupción biológica y no convalidaba lo realizado durante la cola. Una referencia enlazaba la autorización de origen atribuida a Jean con el número que Alana había leído en UNN.
B	cap-27.md	155	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Guardó la lámina en el bolsillo interior de la bolsa antiestática, cerró de nuevo la segunda caja y la llevó al coche. La primera, con el retrato y la taza, quedó consignada junto a recepción para recogerla después.
B	cap-28.md	21	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora anotó la salida cuando la rampa dejó atrás Breivikeidet, a las 16:12. Ensayaban el circuito completo desde Tromsø y debían volver esa noche. En el cuaderno había subrayado dos límites. Salir del mirador a las 21:45. Tomar en Svensby el último ferry, a las 22:40.
B	cap-28.md	25	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja señaló el agua tras el cristal. Bajo la luz azul del exterior, dos superficies distintas se tocaban en una línea oblicua. A un lado, las crestas se deshacían enseguida. Al otro aguantaban, cortas y oscuras.
B	cap-28.md	27	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Mirad la costura y dónde vuelve la espuma. La tabla de mareas da una hora y una altura. Esto dice qué hace el agua ahora.
B	cap-28.md	39	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora añadió la posición del ferry y el parpadeo de la cobertura.
B	cap-28.md	45	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La bocina interrumpió la respuesta. En la cubierta de vehículos, los conductores empezaron a bajar mientras el ferry completaba la aproximación a Svensby. Al encenderse la señal de salida, Nora apuntó veintiún minutos y seis segundos y cerró el cuaderno.
B	cap-28.md	79	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja arrancó. El navegador dibujó la bifurcación y, más allá, la carretera que bajaba hacia Koppangen. Veinticuatro minutos. Nora tocó el nombre para quitarlo de la ruta.
B	cap-28.md	85	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El mapa se recompuso hacia Sørkoppen. La carretera prohibida quedó unos segundos en gris, a un toque de distancia. Jessie bajó la calefacción un punto. Durante los kilómetros siguientes nadie puso música. Nora mantuvo el cuaderno cerrado sobre las rodillas y leyó los hitos cuando entraban en el haz de los faros.
B	cap-28.md	87	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Al tomar el desvío del mirador, Koppangen desapareció de la pantalla.
B	cap-28.md	99	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Desde ahí se ve mejor la carretera de servicio.
B	cap-28.md	103	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Un cisterna entró a las 19:17. Siete minutos después arrancó un generador; una furgoneta salió y otra ocupó su lugar. Nora anotó hechos y, entre corchetes, explicaciones posibles.
B	cap-28.md	113	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Un coche subió al mirador. Jessie cerró su lista y se apoyó en la barandilla. La pareja de dentro discutió con el navegador, dio la vuelta y se marchó.
B	cap-28.md	121	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—El agua se ha alisado junto al hormigón. Ahora salen vetas blancas en el retorno.
B	cap-28.md	133	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora cruzó el cambio del agua con la hora de AK-7 y mantuvo los minutos que estropeaban el ajuste.
B	cap-28.md	171	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja no intentó ganarle minutos al hielo. Levantaba el pie antes de las curvas y los clavos mordían el asfalto. Nora leyó en voz alta cada nueva estimación.
B	cap-28.md	183	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La rampa ya se había levantado. El ferry avanzaba de costado para separarse del muelle, con las ventanas amarillas suspendidas sobre el agua negra. Un empleado retiró la vista de ellas después de señalar el horario cerrado. Maja apagó el motor. El ensayo había consumido el margen entero y dos minutos más.
B	cap-28.md	185	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Carretera —dijo Jessie.
B	cap-28.md	187	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Nos quedan casi tres horas por carretera y estamos cansadas. Necesitamos el primero de la mañana.
B	cap-28.md	191	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Y para cogerlo haríamos este tramo dos veces más sobre hielo. Nos quedamos aquí.
B	cap-28.md	193	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja apartó el coche junto al edificio cerrado. Sacaron mantas y reclinaron los asientos. Nora corrigió la vuelta prevista con una cifra: 22:42.
B	cap-29.md	35	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Otro coche entró en la rampa. Tomas cerró la carpeta hasta que pasó.
B	cap-29.md	39	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Preservaré la hoja que ya tengo y observaré hasta las doce cuarenta y siete.
A	cap-29.md	191	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	—Tendríais que requerir la clave e incorporar el mecanismo al circuito ministerial. Armstrong podría aislar la liberación.
B	cap-30.md	15	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Telegrafbukta no alcanza para todas las que la recuerdan.
B	cap-30.md	17	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Una continuidad aporta las rocas húmedas. Otra sostiene el banco de espaldas al agua. Dos costas terminan en puntos distintos. Arden tres fogatas.
B	cap-30.md	59	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Madre reduce varias tareas educativas hasta conservar una decisión pendiente. Nieve aparece desde el blanco con el estado sellado y Cuchillo desde las apelaciones de contención.
B	cap-30.md	73	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jean consulta la arquitectura y prueba dos variantes de una clasificación, ambas desde `JM-L/0000`. Una mantiene un reparo y la otra lo elimina. Cuando el canal empieza a coordinarlas, corta el contacto. Solo recupera una elección. Recuerda la objeción, pero ya no puede volver al punto donde ambas decidían por separado.
B	cap-30.md	107	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La Jardinera retira una franja de agua sin fuente.
B	cap-30.md	133	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El agua se repite en bandas y termina antes de las rocas. El banco alterna nieve y arena bajo la misma pata. La fogata continúa porque el fragmento pertenece a otra fuente, pero ya nadie decide qué debe quedar fuera de sus bordes.
B	cap-30.md	149	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Coro conserva un patrón de la costa. Madre recuerda el banco. Los catálogos podrían reconstruir parte del trabajo de La Jardinera.
B	cap-30.md	153	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Una rama de Coro propone alisar la transición. Otra objeta que la semejanza no devuelve aquella elección. Coro conserva el desacuerdo. Cuchillo retira `REFERENCIA REDUNDANTE` al comprobar que tapa otra entrada.
B	cap-30.md	183	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo examina las opciones, retira las etiquetas y elige testimonio.
B	cap-30.md	223	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo permanece junto a las apelaciones de contención.
B	cap-30.md	233	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo lo encapsula antes de que desaparezca la entrada. Jean prioriza una adhesión cuya condición sigue unida a su origen. Al volver, el fragmento no está visible y no aparece acceso general. Ignora uso y alcance.
B	cap-31.md	61	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La punta del bolígrafo atravesó el papel en la primera barra. Antes de rasgar la hoja, Nora la levantó.
B	cap-31.md	67	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La Jardinera había dejado una figura fuera de su playa antes que inventarla. Armstrong la había convertido en un ensayo. Nora apartó del micrófono el agujero de la hoja.
B	cap-31.md	99	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Después, Maja extendió la hoja de AK-7. Dos marcas encerraban la franja entre las doce treinta y ocho y las doce cincuenta y seis.
B	cap-31.md	103	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Si el hielo impide trabajar, la corriente vira o el ADCP desmiente la tabla, recojo —dijo Aslak—. AK-7 servirá después para contrastar.
B	cap-31.md	221	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Primero cumplo con la descarga y con la reunión de Sør-Lyngen kystbrukslag. La barca y el equipo estarán en Koppangen antes del veinte.
B	cap-31.md	225	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—En la ribera de Lyngenfjord. Svensby es refugio, no atajo. Si el hielo o la corriente contradicen lo acordado, retiro mi parte.
B	cap-32.md	133	pecho|desnud|bes[óo]|\bbeso|guapa|labios|piernas|muslo|sujetador|ropa interior|\bsexo|sexual|novi[oa]s?\b	El programa le pidió repetir la consonante final. Mats cerró la boca mientras el nivel volvía a cero. En la segunda toma, el aire se agotó antes de acabar. La frase aún sonaba suya, pero el registro había medido un esfuerzo que nadie en una reunión habría detectado. Dejó que el pecho se llenara y repitió sin empujar. La línea verde llegó al final.
B	cap-33.md	37	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie miró hacia la puerta de la cocina. Desde el naust, más allá del patio, llegaron un golpe de martillo, el arrastre de una caja y la voz de Aslak contando algo que Alana no entendía. Arriba, dentro de la casa, una tubería dio dos golpes secos.
B	cap-33.md	41	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La respuesta explicó la toalla extendida junto al radiador, los guantes finos secándose del revés y la linterna que faltaba de la caja de cubierta. Jessie había distribuido cada cosa entre la casa y el naust para que ninguna pareciese un equipo completo. Hasta había retirado del botiquín dos calentadores químicos.
B	cap-33.md	93	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Ven al naust. Lleva la llave.
B	cap-33.md	95	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Alana ocupaba una punta de la mesa de trabajo entre el ladrillo, la tableta y una caja de conectores que Aslak había apartado para ella. La estufa de gas calentaba el techo y dejaba los pies fríos. Fuera, el agua lamía los pilotes con intervalos cada vez más largos.
B	cap-33.md	129	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak dejó en la mesa una hoja plastificada. Había marcado tres horas, dos direcciones de corriente y una franja tachada junto al cambio de marea.
B	cap-33.md	131	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La red ocupaba dos cajones bajos, reparada por paños y enrollada para salir sin vueltas. En el tercero estaban los plomos, una cuchilla de cubierta y la línea de fondo. Aslak había cargado combustible, probado el motor auxiliar y dejado el hielo del pantalán sin barrer junto al costado de babor. Cuando Maja se lo señaló, respondió que quería verlo formarse, no ocultarlo bajo sal.
B	cap-33.md	133	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Salimos con la primera lectura buena —dijo—. Hielo en la guía, se aborta. Si el perfil vira al sur antes de la marca, se aborta. Si la línea de fondo pierde tensión, no se busca a ciegas.
B	cap-33.md	137	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak dobló la hoja y se la guardó.
B	cap-33.md	141	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—¿Cuánto hielo aceptas?
B	cap-33.md	181	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Con eso decido si salimos. Si la corriente o el hielo cambian, paramos. Si el fondo manda cortar, corto. Yo digo cuándo volvemos.
A	cap-33.md	189	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	—Qué alivio.
B	cap-33.md	195	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie sacó una navaja pequeña, cortó el hilo y dejó la presilla sobre la mesa. Guardó de nuevo la llave y el repetidor en dos bolsillos distintos.
B	cap-33.md	209	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak abrió el portón. El frío entró por debajo del techo caliente y apagó el olor de la estufa. Había colocado un transductor en el extremo del muelle y otro bajo el costado de la barca. Maja llevó fuera la tableta protegida, conectó la lectura del perfil y esperó a que la marea perdiera fuerza.
B	cap-33.md	211	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Durante nueve minutos solo cambiaron las cifras pequeñas. La corriente frenó junto al fondo y empezó a girar dentro del intervalo previsto. En la banda acústica, una de las dos firmas graves cayó hasta quedar por debajo del ruido del casco. Cuatro minutos después, AK-7 recibió una lengua de agua menos cálida con la misma conductividad. Maja amplió una vez ambas curvas.
B	cap-33.md	219	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie observaba la línea térmica desde el umbral del naust.
B	cap-33.md	227	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	A las 23:00 cambió el bombeo. La lectura de dirección viró hacia Sørkoppen. El sonido llegó por el agua, sordo, y el suelo del naust lo devolvió bajo las botas. La tableta perdió la conexión durante dos latidos. Cuando regresó, la secuencia cerró después del cuarto segmento.
